Duration,Team_Size,Budget,Past_Delays,Tech_Complexity,Risk_Level
50,25,107123,0,3,Medium
49,23,188964,1,1,Medium
5,26,198767,9,1,Medium
44,6,165501,5,4,High
48,14,165678,4,5,High
23,28,144380,4,3,Medium
16,25,201206,5,1,Low
12,24,186547,9,5,High
12,23,182802,6,2,Medium
57,22,182185,8,5,High
49,17,181083,6,3,High
16,25,85746,1,4,Medium
52,18,203925,5,3,High
37,7,198393,8,1,Medium
49,23,98879,6,1,High
30,17,97592,1,5,Medium
43,19,250084,2,3,Medium
32,20,227494,7,1,Medium
9,7,154555,8,2,Medium
12,15,48830,3,2,Low
29,21,246897,8,4,Medium
31,15,282234,1,5,Medium
50,20,295735,4,1,Medium
27,16,123878,1,4,Medium
34,6,155407,0,2,Low
49,6,146869,4,4,High
51,22,287716,1,4,Medium
27,22,46738,6,1,High
53,21,163703,7,1,High
51,15,178977,1,1,Medium
24,14,49056,6,5,High
22,9,270746,3,4,Medium
22,27,145316,0,4,Medium
6,14,196519,2,5,Medium
8,23,84418,0,2,Low
34,6,56014,4,3,Medium
37,29,234071,7,2,Medium
40,4,268989,0,5,Medium
22,4,211350,8,4,Medium
41,7,293924,2,4,Medium
23,25,220330,4,1,Low
51,12,72192,8,1,High
32,12,73923,4,4,High
44,11,119196,8,4,High
24,15,32395,9,1,Medium
53,9,258456,7,1,Medium
37,7,101028,6,2,Medium
16,28,272463,0,4,Low
55,12,171056,3,4,High
19,12,233400,8,5,Medium
45,8,285315,9,2,Medium
43,29,168783,7,3,High
6,21,115548,3,3,Medium
33,23,287288,0,3,Low
45,10,155093,9,1,Medium
14,3,265835,3,3,Low
6,19,236084,2,5,Medium
55,9,259027,5,1,Medium
15,16,238072,4,1,Low
17,23,278029,4,3,Low
14,23,239047,1,1,Low
18,19,160509,2,2,Low
22,11,267784,5,2,Low
55,19,33273,1,3,High
58,7,45330,3,5,High
13,28,182566,1,1,Low
43,27,106422,8,4,High
32,22,33212,2,3,High
7,10,262131,9,1,Low
24,8,117594,9,3,Medium
10,13,162152,5,3,Medium
31,21,52007,0,5,High
57,6,143805,9,4,High
6,20,125815,2,1,Low
33,3,292783,7,3,Medium
42,15,108038,4,3,Medium
7,16,295880,7,1,Low
20,26,283506,1,3,Low
34,3,46473,6,3,High
44,13,158771,8,3,High
6,19,155801,6,2,Medium
21,6,116623,2,2,Low
45,28,255097,6,4,High
16,14,245933,7,5,Medium
39,12,226879,0,1,Low
47,8,54220,2,5,High
5,27,90531,4,5,Medium
59,3,203497,5,2,Medium
49,9,39387,2,4,High
19,28,275752,3,5,Medium
30,29,106815,4,5,Medium
41,23,57584,2,3,High
25,18,74783,3,1,Medium
53,26,200881,4,4,High
35,16,215399,1,1,Low
29,25,154494,9,2,Medium
27,22,145814,8,5,High
28,22,280139,9,5,Medium
42,8,171929,7,1,Medium
32,24,203333,5,2,Medium
25,27,276509,9,3,Medium
58,7,43580,2,3,High
47,26,48240,1,5,High
22,23,284351,6,5,Medium
40,20,284271,7,4,High
39,17,110974,9,1,Medium
49,8,103401,0,5,High
59,27,243165,5,2,Medium
13,21,194340,6,1,Medium
57,3,295790,8,4,High
42,3,216443,2,3,Medium
34,15,278123,1,4,Medium
48,5,119460,4,1,Medium
38,12,81048,9,3,High
36,23,236518,0,2,Low
7,5,162850,5,3,Medium
7,11,241912,8,3,Medium
32,10,296891,9,2,Medium
48,5,30045,8,5,High
19,27,37758,6,5,High
45,15,285397,6,3,Medium
27,8,184509,7,3,Medium
44,15,180657,9,4,High
15,25,170926,1,5,Medium
52,22,213148,5,2,Medium
36,22,178421,4,3,Medium
58,14,257300,4,3,Medium
40,15,182420,2,4,High
37,4,195368,2,4,High
28,23,49455,5,4,High
43,26,239896,9,1,Medium
38,25,261897,9,2,Medium
32,18,118552,6,1,Medium
41,25,70484,0,3,High
11,8,164476,2,4,Medium
8,21,198332,0,4,Medium
41,23,130647,9,4,High
5,15,95642,2,5,Medium
5,19,241803,4,2,Low
51,25,158824,8,1,High
24,11,278914,2,2,Low
23,19,140879,9,4,High
33,4,150827,9,3,High
14,21,297724,8,5,Medium
22,21,297544,0,2,Low
32,26,200715,5,3,Medium
39,9,257257,8,4,High
47,24,157319,4,4,High
51,12,136960,9,4,High
35,12,69015,1,4,Medium
31,29,233877,4,5,Medium
15,22,175109,0,5,Medium
53,11,292063,8,2,Medium
53,19,118754,9,4,High
42,29,251775,9,5,High
9,17,233225,8,3,Medium
12,4,182606,5,5,High
38,6,252067,8,5,High
52,21,86879,2,2,Medium
56,19,149894,3,5,High
16,7,95839,5,3,Medium
42,9,59756,3,4,High
5,20,173755,0,1,Low
35,23,210557,6,2,Medium
8,24,259303,4,3,Low
53,29,179787,7,2,High
49,9,122943,8,4,High
54,19,248188,4,5,High
9,9,178188,7,5,High
34,6,66744,0,3,Medium
28,10,154697,0,4,Medium
7,15,146072,6,1,Medium
15,6,266028,5,1,Low
49,8,199123,4,5,High
8,27,37176,4,4,High
30,7,282365,8,4,Medium
31,14,179748,0,3,Medium
50,6,75177,7,1,High
58,26,140623,1,3,Medium
47,11,30997,6,2,High
31,6,150179,5,4,High
46,21,277439,9,1,Medium
55,26,150403,1,3,Medium
54,16,125287,2,5,High
10,7,149574,3,2,Low
19,20,286463,6,3,Medium
57,12,151509,7,5,High
34,27,278505,1,1,Low
46,21,222589,7,1,Medium
41,14,34090,8,2,Medium
41,20,33743,6,5,High
46,19,60924,0,4,High
41,26,171268,5,1,Medium
39,13,135312,7,4,High
27,5,246249,4,4,Medium
10,25,254090,1,3,Low
8,19,259602,4,3,Low
22,3,133976,7,1,Medium
13,17,185183,1,4,Medium
53,11,143566,0,3,Medium
33,17,287443,3,5,Medium
17,26,149968,3,5,Medium
51,5,91600,8,5,High
56,24,80022,2,5,High
21,29,164271,3,4,Medium
49,21,153323,2,5,High
36,15,216110,1,4,Medium
52,14,150278,3,1,Medium
26,22,94541,7,1,Medium
8,3,136968,0,5,Medium
9,23,44892,7,5,High
41,19,54815,7,5,High
45,15,144463,2,1,Medium
53,3,220732,9,3,High
17,12,226599,9,1,Low
38,17,224451,5,5,High
49,29,202343,3,3,Medium
26,29,168307,0,3,Low
57,9,118757,0,2,Medium
27,24,284200,4,4,Medium
55,20,53645,7,5,High
7,18,225630,0,4,Low
46,16,184473,1,2,Medium
38,29,299915,6,4,High
36,20,181460,7,5,High
49,29,113251,2,2,Medium
55,9,87042,7,4,High
53,19,226945,0,1,Low
25,20,77024,8,3,High
50,14,184522,1,2,Medium
48,10,86965,1,1,Medium
25,24,254321,3,5,Medium
48,4,49995,9,3,High
15,9,144587,2,2,Low
43,6,263076,3,3,Medium
8,20,252700,5,2,Low
55,8,68886,6,2,High
5,29,125149,4,4,Medium
32,11,124020,1,3,Medium
28,29,32673,2,3,High
39,11,53466,9,1,Medium
17,16,267626,2,5,Medium
51,10,80406,4,1,Medium
38,21,99284,4,4,High
15,5,265718,3,2,Low
40,20,43665,7,4,High
55,7,50641,5,4,High
21,16,65797,5,1,High
39,6,245838,0,2,Low
22,9,132339,5,5,High
44,22,143431,2,4,High
26,27,262275,5,5,Medium
28,14,174294,9,2,Medium
23,4,211136,5,2,Low
41,13,198082,1,1,Low
43,16,283301,0,3,Low
25,24,48095,2,1,Medium
12,25,153554,4,5,Medium
32,18,264989,3,1,Low
9,22,119023,6,2,Medium
21,8,137181,3,4,Medium
41,25,252310,7,3,Medium
40,6,294610,6,2,Medium
58,17,286349,9,4,High
23,26,206169,8,5,Medium
31,27,83276,0,5,Medium
57,3,299072,4,5,High
38,9,235719,3,1,Low
15,27,201960,5,5,Medium
58,14,256097,0,5,Medium
49,12,204904,5,1,Medium
51,7,146196,0,4,High
16,14,39404,0,2,Low
58,20,239190,7,3,High
25,12,143187,1,5,Medium
58,8,57684,9,5,High
15,14,98591,5,5,High
43,9,238794,5,1,Medium
32,20,294826,5,1,Medium
9,4,141186,7,1,Medium
21,12,273181,3,3,Low
24,17,51832,2,2,Medium
45,14,46997,5,5,High
50,28,70491,3,4,High
16,19,93043,1,5,Medium
10,6,158568,5,5,High
21,9,102725,9,5,High
55,11,158131,4,5,High
23,21,75520,8,2,High
30,29,139869,5,4,High
52,25,94442,2,1,Medium
48,9,291025,4,4,High
48,25,182842,9,5,High
56,4,208570,7,4,High
36,8,153447,8,5,High
10,20,91477,7,4,High
59,8,30244,2,3,High
40,15,207561,8,4,High
42,28,40247,2,1,High
15,21,230123,7,1,Low
37,4,220791,9,4,High
28,14,237358,8,4,Medium
27,17,169148,6,2,Medium
19,16,176123,3,4,Medium
31,8,58670,9,1,Medium
15,20,40236,8,3,High
55,7,65568,2,1,Medium
54,20,137327,2,2,Medium
21,5,285745,1,4,Low
55,5,155721,9,3,High
57,24,289291,2,1,Medium
18,24,186228,0,3,Low
31,12,85904,3,5,High
22,21,294997,7,1,Low
32,5,296320,4,5,Medium
55,14,130459,1,3,Medium
51,18,215922,2,4,High
51,19,167901,0,4,High
8,9,153225,1,4,Medium
11,15,265847,0,5,Low
49,26,251738,1,4,Medium
39,4,140893,2,2,Medium
52,6,272726,0,1,Low
13,12,226914,8,1,Low
12,9,211880,9,3,Medium
56,26,36611,4,5,High
49,19,277524,7,1,Medium
21,22,166343,4,5,Medium
21,8,220191,7,3,Medium
53,21,172645,6,4,High
37,7,182481,3,3,Medium
36,12,279220,6,2,Medium
12,11,148523,5,4,High
23,29,50662,2,4,High
42,15,90721,8,4,High
7,21,168458,9,3,Medium
9,23,299006,8,2,Low
17,26,70108,4,5,High
51,8,121788,7,3,High
50,6,274437,6,1,Medium
35,26,267011,8,1,Medium
59,29,188273,6,3,High
20,5,79966,3,5,Medium
54,5,215846,3,1,Medium
36,6,107228,7,5,High
26,27,176297,5,4,High
33,7,73021,8,3,High
26,10,179333,9,4,High
47,18,282646,6,1,Medium
7,24,116755,6,5,High
58,5,96330,3,4,High
14,26,208438,2,1,Low
46,14,75313,7,2,High
25,27,264729,6,4,Medium
20,10,262783,3,2,Low
16,15,178430,3,2,Low
6,6,58365,0,1,Low
45,16,37248,6,3,High
28,16,34369,0,5,High
39,15,201955,9,1,Medium
34,29,63055,9,4,High
34,8,229803,3,5,Medium
51,19,299594,2,3,Medium
39,6,163997,2,1,Medium
23,10,80272,0,3,Low
54,19,35310,3,4,High
12,5,61817,0,1,Low
30,19,245888,7,4,Medium
53,11,112641,0,5,High
44,4,245155,5,5,High
11,27,237382,6,3,Medium
34,15,45457,9,3,High
11,22,72311,1,5,High
7,4,181958,3,2,Low
5,22,153573,2,5,Medium
40,13,194334,8,1,Medium
29,29,293272,6,4,Medium
41,28,109522,1,5,Medium
5,24,193394,5,5,High
19,17,78929,8,4,High
41,13,111696,2,4,High
17,25,125148,5,1,Medium
44,5,250026,2,4,Medium
12,5,113576,2,3,Medium
9,28,50557,3,5,High
13,14,51825,8,4,High
5,26,66080,7,1,High
40,7,288815,0,4,Medium
39,22,218869,0,5,Medium
6,9,176874,6,2,Medium
44,9,72407,2,4,High
27,15,150283,6,3,Medium
13,11,43338,8,5,High
38,27,106289,2,1,Medium
50,23,179967,2,5,High
18,15,208982,1,2,Low
8,14,139367,9,1,Medium
34,15,147486,0,2,Low
35,26,244209,8,2,Medium
42,12,286055,5,3,Medium
15,3,166421,5,4,High
39,27,183535,7,3,High
12,10,104935,4,3,Medium
7,24,219864,8,3,Medium
18,18,93528,4,1,Low
17,15,129811,1,4,Medium
49,5,218499,5,4,High
36,5,290141,8,1,Medium
38,26,134887,2,3,Medium
49,7,91086,9,3,High
23,28,285494,3,2,Low
42,13,93308,9,2,Medium
20,9,297446,7,5,Medium
6,23,68059,5,2,High
44,26,161980,6,4,High
21,12,221324,6,1,Low
59,12,173949,3,3,High
38,22,57313,5,5,High
46,4,72103,8,2,High
20,5,209480,2,5,Medium
42,10,118771,7,1,Medium
6,13,156228,6,1,Medium
6,15,121665,3,5,Medium
30,9,116067,9,5,High
17,15,243063,2,5,Medium
51,4,159909,6,3,High
35,8,170688,9,4,High
38,11,105976,8,2,Medium
43,22,263208,9,2,Medium
7,27,209810,2,2,Low
12,4,222476,9,5,Medium
27,20,124182,8,5,High
18,18,273153,7,5,Medium
59,27,70725,2,3,High
31,14,40110,7,3,High
58,9,215153,3,3,Medium
33,9,96567,5,3,High
43,19,212296,9,1,Medium
57,15,143394,1,3,Medium
43,13,178940,7,3,High
5,8,52222,8,3,Medium
21,25,109794,6,2,Medium
45,29,93924,7,2,Medium
34,16,129854,6,2,Medium
57,8,290038,9,4,High
17,8,273815,3,1,Low
25,4,263127,0,5,Low
23,24,171295,2,3,Medium
57,22,209238,6,2,Medium
23,27,69369,6,1,High
29,17,176663,2,3,Medium
26,19,216307,0,4,Low
35,10,77922,9,5,High
21,7,150926,8,3,Medium
59,19,49416,5,5,High
27,22,43672,6,3,High
36,3,158145,0,4,Medium
14,24,208068,0,1,Low
14,20,30064,3,5,High
40,17,98835,6,5,High
12,7,231457,7,1,Low
58,9,277795,9,5,High
56,20,146916,8,2,High
24,8,225346,0,1,Low
36,24,33889,3,4,High
54,23,148194,3,3,High
18,7,154714,2,3,Medium
54,21,61335,6,1,High
32,12,80547,0,2,Low
50,17,187234,8,4,High
56,12,250521,7,3,High
57,29,185759,1,3,Medium
28,18,32631,1,2,Medium
19,14,167039,7,5,High
26,20,94471,0,1,Low
34,25,163014,6,2,Medium
8,3,77664,8,2,Medium
17,18,189141,2,2,Low
27,24,117342,6,2,Medium
12,8,44407,5,5,High
22,5,143926,6,4,High
16,4,243053,6,2,Low
59,4,47878,9,2,High
35,15,113100,0,1,Low
18,11,253059,2,3,Low
38,18,73168,9,5,High
22,29,280396,0,2,Low
38,7,280481,4,4,Medium
15,25,58004,2,4,High
45,23,121820,0,4,Medium
16,9,221239,1,1,Low
53,15,132229,9,4,High
19,22,44568,4,1,Medium
35,26,39466,2,5,High
53,29,252129,5,4,High
33,28,87324,8,3,High
30,15,176539,5,2,Medium
22,29,105955,1,5,Medium
36,28,177748,1,3,Medium
26,9,124791,7,5,High
42,12,192586,7,4,High
21,17,52650,5,5,High
27,23,107701,9,5,High
28,29,259164,6,5,Medium
54,8,110978,0,1,Medium
12,7,34860,8,3,Medium
45,25,164801,4,4,High
10,4,61351,8,2,Medium
9,23,185418,1,4,Medium
48,17,151449,7,4,High
33,28,106700,6,1,Medium
32,18,265486,3,1,Low
15,21,299099,2,5,Medium
5,11,287571,3,4,Medium
47,24,222408,3,3,Medium
23,28,36408,9,1,High
13,21,201475,9,1,Low
31,9,293369,7,3,Medium
38,6,176444,3,1,Medium
48,5,287320,4,3,Medium
8,26,47279,1,2,Medium
40,22,140401,3,3,Medium
22,13,256801,6,2,Low
19,3,277380,2,5,Medium
55,8,199259,0,5,High
17,28,277145,7,1,Low
23,13,189547,7,3,Medium
53,29,74552,5,1,High
10,3,229041,6,3,Medium
52,23,237606,9,1,Medium
16,9,260677,1,5,Low
55,8,291869,4,5,High
41,16,235558,6,1,Medium
21,4,104474,8,3,Medium
27,29,62099,0,4,High
30,6,232252,2,3,Low
33,13,270454,5,1,Medium
37,17,84240,6,3,High
31,20,290746,5,2,Medium
29,29,282051,0,3,Low
59,3,131611,3,5,High
14,5,88046,5,5,High
51,5,280468,7,2,Medium
27,9,46488,9,3,Medium
25,3,219913,3,4,Medium
25,27,213741,6,3,Medium
47,13,171917,2,5,High
17,8,197131,7,5,High
41,22,48394,0,1,Medium
37,5,206978,3,5,Medium
28,21,89332,7,1,Medium
48,4,198377,9,5,High
15,20,72628,3,5,High
21,14,81993,1,4,Medium
8,12,200458,1,1,Low
51,7,38539,3,1,Medium
29,11,162335,3,5,Medium
34,4,270310,1,1,Low
13,4,236873,6,5,Medium
25,8,86132,5,5,High
24,12,135494,2,3,Medium
23,20,255997,7,1,Low
23,14,93797,7,2,Medium
16,6,81798,0,1,Low
41,24,177722,2,1,Medium
46,23,106421,4,4,High
21,19,299578,1,2,Low
41,17,96558,4,2,Medium
58,8,97573,9,4,High
52,18,159473,2,4,High
43,19,207398,8,1,Medium
32,5,296267,0,3,Low
45,12,72597,3,4,High
39,7,224310,9,2,Medium
51,16,252858,5,2,Medium
52,28,116978,8,1,High
22,23,198769,2,3,Medium
18,15,191064,2,5,Medium
39,28,170594,4,4,High
48,8,268078,6,4,High
45,14,270140,4,1,Low
11,28,173193,7,3,Medium
45,10,153371,4,2,Medium
17,7,293761,6,2,Low
22,17,73016,5,5,High
41,29,260959,9,2,Medium
17,18,216807,1,4,Low
40,3,47959,2,5,High
35,18,58522,3,3,High
6,7,56567,4,5,Medium
20,5,92708,8,3,Medium
13,22,156206,5,2,Medium
13,17,52560,0,1,Medium
42,15,88390,2,5,High
15,26,155772,6,5,High
58,18,87805,7,4,High
26,25,266109,6,4,Medium
37,13,244373,4,3,Medium
40,23,121257,9,1,Medium
49,4,33515,7,4,High
27,24,34454,8,4,High
49,29,267145,6,2,Medium
49,8,52873,8,2,High
38,28,158376,0,4,Medium
13,28,99070,8,3,Medium
28,29,154564,2,1,Low
12,8,258497,5,4,Medium
11,16,147213,7,3,Medium
40,27,211051,2,3,Medium
22,13,55465,3,4,Medium
7,10,214972,6,3,Medium
32,10,89799,6,5,High
10,3,126129,3,3,Medium
48,23,169374,8,4,High
48,9,273761,2,3,Medium
25,8,272821,7,4,Medium
32,23,42875,7,2,High
44,10,57219,3,4,High
58,21,241613,6,3,High
58,24,36457,3,4,High
5,23,63064,0,1,Medium
40,26,145256,0,4,Medium
25,22,264659,0,4,Low
47,10,239727,1,1,Low
39,28,190353,5,1,Medium
17,16,288063,9,1,Low
53,20,266887,4,5,High
58,27,264841,1,4,Medium
58,18,99918,7,1,High
14,11,243057,8,1,Low
57,17,119142,6,2,High
48,28,57603,8,5,High
51,12,100605,3,4,High
57,24,74440,6,3,High
14,18,244117,4,5,Medium
50,6,243877,4,5,High
17,22,140373,2,2,Low
41,15,297014,8,4,High
42,24,48909,9,4,High
28,7,279975,4,1,Low
6,24,123926,5,1,Medium
26,9,157463,2,5,Medium
21,25,131536,9,2,Medium
40,11,281981,6,4,High
18,10,292584,8,2,Low
14,18,210685,8,3,Medium
39,8,153491,9,4,High
29,18,180619,9,1,Medium
7,8,111662,4,5,Medium
51,16,266128,6,2,Medium
42,23,30005,2,1,High
21,3,264152,5,5,Medium
16,27,299182,7,1,Low
58,11,298558,7,4,High
56,27,259901,1,2,Low
28,29,232945,5,3,Medium
33,26,63948,6,1,High
47,15,252873,6,2,Medium
29,28,252322,2,4,Medium
40,21,50875,8,1,High
30,19,62400,1,4,High
42,13,98607,2,3,Medium
5,10,131096,1,3,Low
24,25,76612,8,5,High
59,7,291538,3,5,High
32,12,114335,1,5,Medium
20,9,123012,2,4,Medium
51,12,111748,3,5,High
21,6,192491,9,2,Medium
44,11,95195,5,4,High
32,29,234767,4,4,Medium
16,28,119846,2,5,Medium
31,16,132404,9,5,High
58,4,291320,7,4,High
57,27,101540,7,3,High
46,11,199361,6,3,High
51,23,41755,2,5,High
34,29,282915,0,3,Low
45,3,114553,4,2,Medium
38,25,164962,0,2,Low
41,12,286760,5,2,Medium
10,12,47175,6,4,High
11,22,255783,4,4,Medium
36,27,185360,3,4,High
36,24,76629,1,4,High
57,5,146779,4,4,High
29,8,208872,8,5,Medium
37,28,198439,3,3,Medium
59,8,112762,1,5,High
11,23,190094,5,3,Medium
56,4,230401,7,5,High
16,28,87941,1,2,Low
20,28,216670,8,1,Low
20,20,46040,6,4,High
47,25,99806,1,1,Medium
57,4,174358,4,1,Medium
40,14,230211,4,2,Low
17,24,142076,6,1,Medium
11,7,85916,4,1,Low
40,22,178672,5,2,Medium
51,9,295955,8,3,High
55,26,61276,2,5,High
13,18,215217,2,1,Low
36,22,231750,7,4,High
15,3,249854,9,2,Low
12,3,252115,5,1,Low
37,19,216757,9,3,Medium
27,29,173266,2,3,Medium
29,3,180434,1,4,Medium
12,23,76281,1,1,Medium
49,22,292120,1,4,Medium
26,15,283693,4,3,Low
8,11,208908,4,3,Low
44,17,34595,0,5,High
7,5,125930,1,3,Low
33,16,176474,1,2,Low
45,25,291745,3,5,Medium
33,13,226355,6,4,High
38,26,203795,2,3,Medium
38,24,212394,4,2,Low
32,14,207836,8,5,High
17,15,252360,4,2,Low
19,28,88122,8,5,High
27,15,260561,0,5,Low
48,3,262661,8,5,High
30,26,158909,4,4,Medium
8,12,295591,7,5,Medium
30,5,214215,4,5,Medium
44,26,40662,5,2,High
13,6,88282,7,5,High
59,18,97471,1,4,High
9,10,153513,2,2,Low
36,18,203285,8,5,High
24,29,137578,4,2,Low
54,19,113205,4,4,High
15,21,264631,8,2,Low
19,24,113805,9,4,High
36,17,154698,2,3,Medium
32,18,198902,3,5,High
26,17,40712,6,4,High
45,27,156888,1,5,Medium
21,4,262398,7,4,Medium
30,13,226437,4,1,Low
48,3,117185,0,1,Medium
11,17,42210,2,1,Medium
46,28,66972,8,4,High
30,21,266966,4,5,Medium
29,6,256273,7,1,Low
14,13,33052,0,5,Medium
49,7,257276,6,4,High
23,5,178388,6,5,High
15,15,168312,7,5,High
17,12,46375,2,1,Low
57,13,55710,0,2,Medium
12,20,210967,8,3,Medium
44,4,284624,0,4,Medium
8,9,176246,5,4,High
51,11,57597,8,4,High
35,12,115687,1,3,Medium
32,20,148968,3,2,Medium
15,25,70274,1,5,High
47,9,233570,3,4,High
5,29,78634,1,5,High
53,9,236994,0,1,Low
51,5,286480,2,1,Medium
56,14,92982,7,1,High
42,9,138534,4,4,High
28,19,195546,3,3,Medium
58,28,68493,4,4,High
51,3,272217,5,1,Medium
35,7,183612,5,1,Medium
45,18,256577,4,4,Medium
50,17,107097,5,3,High
54,4,213951,8,3,High
30,11,171668,4,5,Medium
53,9,209022,5,2,Medium
54,6,152540,3,1,Medium
9,22,197061,2,3,Medium
24,20,162154,5,1,Medium
56,23,268013,4,2,Medium
45,6,126368,3,1,Medium
15,15,75891,4,3,Medium
58,3,76901,6,5,High
37,26,101062,0,4,Medium
54,5,182635,0,4,High
42,18,183460,0,3,Medium
31,24,110591,1,3,Medium
38,6,282990,8,2,Medium
19,27,52838,4,1,Medium
36,25,146249,8,2,Medium
25,27,108000,4,4,Medium
50,18,174608,6,1,High
9,28,166772,5,2,Medium
10,21,199911,1,4,Medium
42,3,75291,2,1,Medium
26,7,245963,4,5,Medium
22,21,155612,3,5,Medium
18,24,47177,5,2,High
14,26,73815,7,3,High
50,13,292170,7,1,Medium
17,15,134997,2,2,Low
35,22,90611,3,3,Medium
34,7,117242,0,3,Medium
7,23,216175,1,1,Low
34,6,72082,8,1,Medium
10,6,177330,9,3,Medium
33,6,133613,9,4,High
12,6,125220,1,2,Low
48,22,45389,5,1,High
49,23,121860,6,3,High
47,20,188757,5,4,High
48,20,51797,7,5,High
37,18,275939,8,3,Medium
21,11,96332,7,4,High
52,20,266655,4,5,High
15,24,254997,7,4,Medium
17,4,32024,9,1,Medium
54,23,167656,9,3,High
15,6,188116,8,5,High
35,14,287339,7,4,High
32,9,297429,1,5,Medium
48,17,299514,1,2,Low
10,9,47903,2,3,Medium
45,24,193571,6,1,Medium
20,28,118377,8,5,High
8,23,231474,7,4,Medium
39,19,139366,8,5,High
52,18,93853,5,4,High
30,21,215715,0,5,Low
16,11,183405,3,1,Low
15,16,82442,5,1,Medium
41,19,260755,5,3,Medium
29,7,39675,7,1,Medium
22,4,119590,0,5,Medium
23,22,94289,1,5,Medium
27,18,47184,1,1,Medium
59,16,186894,5,2,High
42,16,237537,6,5,High
58,29,297411,1,3,Medium
22,3,213719,4,2,Low
30,5,151246,5,1,Medium
10,28,162053,3,4,Medium
8,9,179544,0,5,Medium
48,28,180408,2,4,High
55,17,186659,9,3,High
33,21,267439,8,2,Medium
38,22,39665,5,4,High
21,4,188169,1,3,Low
47,21,82474,8,4,High
47,11,233045,3,4,High
57,21,105911,7,3,High
20,29,122643,9,5,High
6,7,289383,6,4,Medium
38,20,206682,2,3,Medium
59,18,211879,7,4,High
12,6,256351,3,5,Medium
17,14,126453,1,3,Low
46,9,83790,4,4,High
12,16,238032,0,1,Low
34,25,43200,7,5,High
36,14,82275,7,4,High
40,5,182363,2,2,Medium
51,7,121685,0,3,Medium
34,19,135454,3,4,High
5,28,31766,8,5,High
47,12,295693,8,5,High
43,12,179765,0,2,Low
21,13,286356,6,2,Low
24,19,250172,5,4,Medium
28,7,55301,6,1,Medium
54,15,74763,6,5,High
26,12,181837,7,1,Medium
33,11,37425,7,1,Medium
26,19,213843,9,4,Medium
48,3,289561,1,3,Medium
13,6,71457,3,3,Medium
41,6,240813,3,3,Medium
14,20,35452,9,2,High
40,11,141153,7,5,High
41,27,222543,2,2,Low
32,20,31845,2,5,High
32,16,149342,1,5,Medium
46,27,267366,0,5,Medium
47,17,269004,7,4,High
25,8,224110,8,3,Medium
28,26,278850,8,2,Low
46,12,244362,7,2,Medium
44,17,277688,4,4,Medium
6,6,64404,0,5,Medium
59,20,52564,8,3,High
12,20,127898,5,1,Medium
52,27,125259,6,1,High
31,19,154451,7,4,High
26,14,47215,4,3,Medium
41,9,160577,5,1,Medium
31,18,288392,6,1,Medium
33,13,101074,6,2,Medium
7,16,138621,1,3,Low
48,5,209289,0,1,Low
17,21,136759,7,2,Medium
49,20,158471,4,3,High
14,12,78398,9,5,High
40,8,293430,1,3,Low
13,15,195369,2,4,Medium
58,12,138304,5,2,High
59,20,134959,9,5,High
31,28,269317,5,2,Medium
38,22,187557,7,2,Medium
55,28,159745,4,1,Medium
5,18,84583,4,3,Medium
36,27,154077,6,2,Medium
29,27,141359,9,2,Medium
33,8,57086,4,4,High
11,15,177556,8,4,High
53,6,229695,5,4,High
7,25,134132,6,2,Medium
24,16,89263,7,5,High
24,3,179747,4,3,Medium
57,22,90664,3,2,Medium
34,7,207198,7,1,Medium
39,10,272730,9,5,High
39,14,97804,8,5,High
53,4,241087,0,3,Medium
43,14,117893,2,5,High
31,7,298113,3,3,Medium
30,24,38981,6,5,High
18,7,137154,5,3,Medium
21,15,185313,9,4,High
22,11,212177,9,4,Medium
49,12,222122,0,5,Medium
56,3,33657,3,5,High
33,5,243766,5,3,Medium
24,20,114731,2,3,Medium
57,14,203412,1,2,Low
31,5,197022,1,4,Medium
22,28,168939,9,2,Medium
8,27,239614,3,2,Low
5,11,34329,0,1,Low
54,28,228012,9,3,High
5,4,67869,1,1,Low
30,5,227977,9,1,Low
49,16,113984,1,2,Medium
24,6,131069,3,1,Low
56,27,278577,3,3,Medium
27,21,148728,0,2,Low
14,15,55801,6,3,Medium
15,9,248359,6,5,Medium
45,14,265637,9,1,Medium
45,5,120709,9,2,Medium
9,25,285560,9,4,Medium
5,25,273738,0,3,Low
21,11,237831,7,1,Low
26,4,46220,9,3,Medium
38,24,156951,6,3,High
49,11,178306,6,5,High
45,14,145795,5,3,High
33,14,155223,3,5,High
8,17,105205,7,5,High
9,4,31082,1,5,Medium
15,20,188566,6,1,Medium
55,15,66719,2,3,High
25,16,78737,2,3,High
39,7,137271,6,5,High
16,28,200608,2,3,Low
30,12,211676,4,3,Low
55,14,97839,7,5,High
23,12,212075,3,4,Medium
49,26,117745,6,4,High
11,13,156298,6,5,High
51,27,123709,1,1,Medium
59,4,251798,7,3,High
11,7,137252,9,3,Medium
30,9,202855,9,4,Medium
44,8,244838,8,5,High
9,24,250013,5,1,Low
25,25,210697,4,5,Medium
18,5,148819,0,4,Medium
8,15,43698,0,4,Medium
27,5,45376,8,3,Medium
46,28,266591,3,2,Medium
24,27,78786,0,1,Medium
19,26,143005,9,1,Medium
54,23,248850,2,2,Medium
56,8,192767,5,4,High
49,13,122529,7,5,High
33,28,271496,9,1,Medium
12,19,130919,1,2,Low
45,12,228382,7,3,Medium
52,14,239870,0,3,Medium
23,19,99407,1,4,Medium
